# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
19.97287112211849	p               	-1.08849208e+01	(9.59348499e+00 -1.15468747e-01 0.00000000e+00)	5.22389154e+00	(-1.86991363e-01 4.06193265e-02 1.36411892e-17)
19.98639191011291	U               	(3.74408095e-01 -1.54419033e+00 -5.02179921e-19)	(8.31772669e+00 1.02638612e+00 -3.10008348e-17)	(4.04584696e+00 1.88164105e+00 5.87935778e-19)	(9.90722151e+00 -7.99661892e-01 -7.70413374e-19)
19.98639191011291	p               	-1.09135095e+01	(9.58463412e+00 -1.15468752e-01 0.00000000e+00)	5.23100132e+00	(-1.98031415e-01 4.06193209e-02 7.82784377e-19)
19.99988898979934	U               	(8.92906538e-02 -1.39124349e+00 -3.78313335e-18)	(8.72942738e+00 8.02899538e-01 0.00000000e+00)	(4.08924290e+00 2.27058626e+00 1.01122518e-18)	(1.02613529e+01 -1.02007671e+00 1.31541530e-17)
19.99988898979934	p               	-1.09312775e+01	(9.57482080e+00 -1.15468664e-01 0.00000000e+00)	5.23871113e+00	(-2.09083626e-01 4.06193281e-02 -1.36415138e-17)
20.01336277823652	U               	(1.82565120e-02 -1.31600827e+00 -3.01924671e-18)	(8.66211849e+00 1.02521498e+00 1.42164521e-17)	(4.07763483e+00 1.70587523e+00 1.24789246e-18)	(9.88885041e+00 -7.99661804e-01 0.00000000e+00)
20.01336277823652	p               	-1.09288529e+01	(9.56600530e+00 -1.15468698e-01 -1.42324247e-17)	5.24501685e+00	(-2.20146534e-01 4.06193215e-02 -4.01424894e-17)
20.02681392896003	U               	(5.85210370e-01 -1.37726247e+00 -1.13086574e-18)	(8.21356346e+00 1.24335033e+00 -2.41731693e-17)	(3.42660330e+00 2.65837897e+00 1.23075326e-18)	(1.03371627e+01 -5.73032963e-01 5.03187641e-17)
20.02681392896003	p               	-1.09143673e+01	(9.55625044e+00 -1.15468591e-01 2.61424426e-17)	5.25215757e+00	(-2.31221328e-01 4.06193273e-02 0.00000000e+00)
20.04024287024861	U               	(2.34781263e-01 -1.56905565e+00 -4.22292309e-18)	(8.70127361e+00 8.02899530e-01 -2.94183287e-17)	(3.87379401e+00 2.37552463e+00 1.52558574e-18)	(1.02884322e+01 -7.98501596e-01 2.66204237e-17)
20.04024287024861	p               	-1.08781182e+01	(9.54733818e+00 -1.15468654e-01 0.00000000e+00)	5.25560865e+00	(-2.42306416e-01 4.06193213e-02 -1.44248237e-17)
20.05365025756469	U               	(2.17135652e-01 -1.27268298e+00 -1.01897925e-18)	(8.55948437e+00 1.24210053e+00 0.00000000e+00)	(3.48324998e+00 2.66870004e+00 1.18641019e-18)	(1.07120044e+01 -7.97298206e-01 0.00000000e+00)
20.05365025756469	p               	-1.08521984e+01	(9.53738079e+00 1.15469875e-01 0.00000000e+00)	5.25948211e+00	(-2.53403066e-01 4.06193298e-02 0.00000000e+00)
20.06703651388711	U               	(2.27180037e-01 -1.49561191e+00 -1.09353183e-18)	(8.62351307e+00 1.02521490e+00 0.00000000e+00)	(3.17268213e+00 2.87261821e+00 6.16962730e-19)	(1.07425462e+01 -5.72115878e-01 1.23607514e-17)
20.06703651388711	p               	-1.08081514e+01	(9.52849689e+00 1.15469773e-01 0.00000000e+00)	5.26476117e+00	(-2.64509292e-01 4.06193215e-02 0.00000000e+00)
20.08040223380262	U               	(2.81829620e-01 -1.53062749e+00 -2.63477730e-18)	(8.61326199e+00 1.02521489e+00 -6.06316437e-17)	(3.53894953e+00 2.39579207e+00 7.43268323e-19)	(1.03005510e+01 -5.73032824e-01 0.00000000e+00)
20.08040223380262	p               	-1.07449642e+01	(9.51861168e+00 1.15469892e-01 -2.76511259e-17)	5.27585843e+00	(-2.75627691e-01 4.06193288e-02 0.00000000e+00)
20.09374779962252	U               	(3.70291397e-01 -1.36048850e+00 -1.93756785e-18)	(8.53109187e+00 1.24210042e+00 0.00000000e+00)	(4.26230069e+00 1.88170803e+00 1.13456020e-18)	(1.01978904e+01 -1.02007638e+00 -2.54796494e-17)
20.09374779962252	p               	-1.06570029e+01	(9.50977170e+00 1.15469803e-01 -2.61013800e-17)	5.27796553e+00	(-2.86755774e-01 4.06193216e-02 0.00000000e+00)
20.10707384297865	U               	(4.97992490e-01 -1.31998626e+00 -1.99429341e-18)	(9.07174711e+00 5.75592386e-01 0.00000000e+00)	(3.79429610e+00 2.28908243e+00 2.05772156e-18)	(3.02479513e-01 9.39341172e-01 -2.79625689e-17)
20.10707384297865	p               	-1.05701366e+01	(9.49997079e+00 1.15469919e-01 0.00000000e+00)	5.28685476e+00	(-2.97895359e-01 4.06193292e-02 1.36431015e-17)
20.12038076212443	U               	(-8.76085754e-03 -1.25359718e+00 -1.88334423e-18)	(8.96277531e+00 1.02399997e+00 -1.36976901e-17)	(3.66583353e+00 2.56961630e+00 3.39626524e-19)	(1.06675161e+01 -7.97298012e-01 0.00000000e+00)
20.12038076212443	p               	-1.05410492e+01	(9.89372834e+00 1.15289353e-01 1.22377816e-17)	5.29189314e+00	(-3.09043932e-01 4.06193220e-02 -7.82784404e-19)
20.13366918559861	U               	(5.21756030e-01 -1.42061095e+00 -9.89846453e-19)	(8.50208994e+00 1.24210026e+00 1.45311546e-17)	(3.19643904e+00 2.58247245e+00 3.79904140e-19)	(1.11084424e+01 -7.96049806e-01 3.55117697e-17)
20.13366918559861	p               	-1.05745018e+01	(9.88458375e+00 1.15289381e-01 1.30039281e-17)	5.29475641e+00	(-3.20204022e-01 4.06193246e-02 0.00000000e+00)
20.14693943430767	U               	(2.59335157e-01 -1.47959377e+00 -2.69409679e-19)	(9.00140904e+00 8.01859597e-01 -7.71224183e-19)	(3.43288276e+00 2.35253446e+00 6.70342957e-19)	(1.10481178e+01 -1.01721180e+00 -7.70346126e-19)
20.14693943430767	p               	-1.05923396e+01	(9.87552947e+00 1.15289330e-01 -3.90031233e-17)	5.29940085e+00	(-3.31374259e-01 4.06193212e-02 -1.36439735e-17)
20.16019196753237	U               	(5.93192004e-01 -1.67322864e+00 -9.46719422e-19)	(8.55650009e+00 1.02521449e+00 0.00000000e+00)	(3.40308467e+00 2.69270081e+00 1.68154151e-18)	(1.06803115e+01 -5.72115745e-01 0.00000000e+00)
20.16019196753237	p               	-1.05973810e+01	(9.86652033e+00 1.15289281e-01 2.59933887e-17)	5.30590091e+00	(-3.42554651e-01 4.06193243e-02 2.65054338e-17)
20.17342730475129	U               	(3.48905992e-01 -1.59750359e+00 -9.85864245e-19)	(8.98315617e+00 8.01859473e-01 -2.91651923e-17)	(3.64090747e+00 2.48257016e+00 1.16995549e-18)	(1.74277518e-01 9.02460218e-01 -1.51612552e-17)
20.17342730475129	p               	-1.05964826e+01	(9.85775123e+00 1.15289270e-01 2.52157901e-17)	5.31466145e+00	(-3.53745111e-01 4.06193179e-02 0.00000000e+00)
20.18664592832234	U               	(2.34993768e-01 -1.34027530e+00 -6.68364026e-19)	(8.84450854e+00 1.24080358e+00 -2.25597878e-17)	(3.46192998e+00 2.60615849e+00 8.68338956e-19)	(1.06630396e+01 -5.72115758e-01 3.69782041e-17)
20.18664592832234	p               	-1.05748652e+01	(9.84873310e+00 1.15289251e-01 0.00000000e+00)	5.31861235e+00	(-3.64944797e-01 4.06193237e-02 -1.44273853e-17)
20.19984831479946	U               	(3.89375099e-01 -1.17992159e+00 -1.04547487e-18)	(8.74978588e+00 1.45109783e+00 0.00000000e+00)	(3.71424194e+00 1.61864675e+00 2.27204186e-18)	(1.02206954e+01 -5.73032758e-01 0.00000000e+00)
20.19984831479946	p               	-1.05468985e+01	(9.84008709e+00 1.15289228e-01 0.00000000e+00)	5.32415699e+00	(-3.76155222e-01 4.06193191e-02 1.36446495e-17)
20.2130348943174	U               	(4.89920808e-01 -1.74225566e+00 -7.68852245e-19)	(8.95510378e+00 8.01859254e-01 0.00000000e+00)	(3.51799803e+00 2.49078649e+00 3.11253585e-19)	(1.06455173e+01 -5.72115786e-01 0.00000000e+00)
20.2130348943174	p               	-1.05012077e+01	(9.83060573e+00 1.15289160e-01 5.03765216e-17)	5.32488348e+00	(-3.87375564e-01 4.06193197e-02 -2.65064791e-17)
20.2262059678465	U               	(1.20716025e+00 -1.52439444e+00 -1.03743858e-18)	(-3.68778723e-01 -4.62658828e-01 0.00000000e+00)	(3.67153485e+00 2.33358780e+00 7.91084918e-19)	(1.09967133e+01 -1.01721182e+00 1.22599804e-17)
20.2262059678465	p               	-1.04341108e+01	(9.82183155e+00 1.15289159e-01 -2.59531452e-17)	5.32957280e+00	(-3.98604935e-01 4.06193152e-02 0.00000000e+00)
20.23936215461406	U               	(5.31904350e-01 -1.24232273e+00 -2.63058230e-18)	(8.72113965e+00 1.45109759e+00 5.35440867e-17)	(3.65989531e+00 2.49423156e+00 7.00346222e-19)	(1.18178491e-01 9.02460216e-01 0.00000000e+00)
20.23936215461406	p               	-1.03613903e+01	(9.81247020e+00 1.15289101e-01 -2.51732528e-17)	5.33447442e+00	(-4.09843206e-01 4.06193200e-02 0.00000000e+00)
20.25250383990456	U               	(3.04176261e-01 -1.31021270e+00 -1.56545814e-18)	(9.31903077e+00 8.00780746e-01 0.00000000e+00)	(4.35266954e+00 1.09340965e+00 1.25994664e-18)	(1.02900312e+01 -1.64893643e+00 -1.36703984e-17)
20.25250383990456	p               	-1.02562041e+01	(9.80361585e+00 1.15289125e-01 1.29690847e-17)	5.33830778e+00	(-4.21092186e-01 4.06193183e-02 1.44279192e-17)
20.26563142194776	U               	(6.26385899e-01 -1.27259444e+00 -8.38049614e-19)	(8.70231663e+00 1.45109750e+00 0.00000000e+00)	(3.26348284e+00 2.75645142e+00 1.42591582e-18)	(1.10604273e+01 -5.71164661e-01 2.38373677e-17)
20.26563142194776	p               	-1.01526265e+01	(9.79423128e+00 1.15289074e-01 0.00000000e+00)	5.34594960e+00	(-4.32349297e-01 4.06193228e-02 0.00000000e+00)
20.2787453478398	U               	(8.98605837e-01 -1.89072705e+00 -7.77446949e-19)	(-4.05708909e-01 -2.80771014e-01 7.82380641e-19)	(3.29625222e+00 2.73160932e+00 1.17358968e-18)	(1.10514589e+01 -5.71164661e-01 -2.38312202e-17)
20.2787453478398	p               	-1.01751573e+01	(1.02038471e+01 1.15101969e-01 -1.25576078e-17)	5.34896937e+00	(-4.43616643e-01 4.06193174e-02 2.80737923e-17)
20.29184591561883	U               	(4.24620100e-01 -1.51968479e+00 -2.46760178e-18)	(9.29060469e+00 8.00780694e-01 -1.52506905e-17)	(3.85277210e+00 2.32116465e+00 2.18223816e-18)	(1.45481386e-01 9.39341165e-01 -2.63994107e-17)
20.29184591561883	p               	-1.02032750e+01	(1.01945349e+01 1.15101943e-01 0.00000000e+00)	5.35568602e+00	(-4.54892657e-01 4.06193212e-02 0.00000000e+00)
20.30493364266428	U               	(2.47498199e-01 -1.48132334e+00 -2.35947579e-18)	(9.22502481e+00 1.02273925e+00 0.00000000e+00)	(3.68101857e+00 1.96288005e+00 1.03484620e-18)	(1.05830458e+01 -5.72115743e-01 -1.22933791e-17)
20.30493364266428	p               	-1.02153285e+01	(1.01855917e+01 1.15101977e-01 0.00000000e+00)	5.36230480e+00	(-4.66177970e-01 4.06193166e-02 2.72913389e-17)
20.31800891160675	U               	(2.36761627e-01 -1.38500851e+00 -2.23847988e-18)	(9.14460514e+00 1.23945852e+00 0.00000000e+00)	(4.03754684e+00 1.68813205e+00 2.86232435e-18)	(1.05345110e+01 -7.97297962e-01 0.00000000e+00)
20.31800891160675	p               	-1.02127479e+01	(1.01761816e+01 1.15101917e-01 1.17753599e-17)	5.36644909e+00	(-4.77472152e-01 4.06193148e-02 -2.80742131e-17)
20.33107207186644	U               	(3.43588359e-01 -1.57287395e+00 -2.25816201e-18)	(9.20592672e+00 1.02273919e+00 0.00000000e+00)	(3.44584762e+00 2.64907342e+00 1.25339628e-18)	(-2.99799879e-02 8.60004289e-01 0.00000000e+00)
20.33107207186644	p               	-1.01913113e+01	(1.01671135e+01 1.15101988e-01 0.00000000e+00)	5.37057424e+00	(-4.88774405e-01 4.06193104e-02 0.00000000e+00)
20.34412362625923	U               	(3.38542550e-01 -1.45246660e+00 -5.81104804e-19)	(9.12520680e+00 1.23945839e+00 0.00000000e+00)	(3.44986944e+00 2.55151651e+00 2.10276270e-18)	(1.10065744e+01 -5.71164578e-01 0.00000000e+00)
20.34412362625923	p               	-1.01562159e+01	(1.01574657e+01 1.15101904e-01 -4.86077906e-17)	5.37247499e+00	(-5.00085480e-01 4.06193110e-02 0.00000000e+00)
20.35716388728452	U               	(3.88308278e-01 -1.48118210e+00 -6.47682426e-19)	(9.11583738e+00 1.23945835e+00 0.00000000e+00)	(3.87231492e+00 2.33221914e+00 1.23867892e-18)	(8.89695429e-02 9.39341163e-01 -2.79654110e-17)
20.35716388728452	p               	-1.01155091e+01	(1.01483708e+01 1.15101987e-01 4.93650792e-17)	5.37582115e+00	(-5.11405322e-01 4.06193085e-02 1.44292757e-17)
20.37019319371778	U               	(4.38888092e-01 -1.50704389e+00 -6.81259660e-19)	(9.10580239e+00 1.23945830e+00 1.42378776e-17)	(3.50706562e+00 2.44986825e+00 1.73361630e-18)	(1.09884730e+01 -5.71164541e-01 0.00000000e+00)
20.37019319371778	p               	-1.00712969e+01	(1.01387413e+01 1.15101903e-01 0.00000000e+00)	5.38122469e+00	(-5.22733531e-01 4.06193102e-02 -1.36467252e-17)
20.38321200185074	U               	(6.83278409e-03 -1.13371562e+00 -1.22584805e-18)	(9.50600091e+00 1.23806356e+00 -2.83077306e-17)	(4.17294795e+00 1.66059716e+00 1.68282661e-18)	(1.08245192e+01 -1.23355942e+00 0.00000000e+00)
20.38321200185074	p               	-1.00023539e+01	(1.01296668e+01 1.15101986e-01 0.00000000e+00)	5.38512862e+00	(-5.34070255e-01 4.06193079e-02 0.00000000e+00)
20.39622061293355	U               	(5.16223857e-02 -1.19314935e+00 -2.55001247e-18)	(9.49626661e+00 1.23806352e+00 -1.37626175e-17)	(4.07216610e+00 1.85593842e+00 1.19971499e-18)	(1.08802011e+01 -1.01721151e+00 -2.44187667e-17)
20.39622061293355	p               	-9.92870820e+00	(1.01201540e+01 1.15101918e-01 0.00000000e+00)	5.39120388e+00	(-5.45415336e-01 4.06193122e-02 0.00000000e+00)
20.40921941797335	U               	(6.37692987e-01 -1.76392804e+00 -8.13468821e-19)	(9.14825604e+00 1.02273898e+00 1.46819195e-17)	(3.43039243e+00 2.47198791e+00 1.77409961e-18)	(1.13925610e+01 -7.94754897e-01 1.16368148e-17)
20.40921941797335	p               	-9.82270894e+00	(1.01113240e+01 1.15101988e-01 0.00000000e+00)	5.39374887e+00	(-5.56768737e-01 4.06193114e-02 2.80770951e-17)
20.42220875993895	U               	(6.40746952e-01 -1.57798589e+00 -1.04671680e-18)	(9.06770220e+00 1.23945823e+00 2.76709676e-17)	(3.91185395e+00 1.96901750e+00 2.68764181e-18)	(1.09142420e+01 -7.96049564e-01 -1.20108313e-17)
20.42220875993895	p               	-9.73377333e+00	(1.01018684e+01 1.15101943e-01 -1.25138257e-17)	5.39760307e+00	(-5.68129503e-01 4.06193116e-02 4.25080248e-17)
20.43518902365933	U               	(1.91382196e-01 -1.34739033e+00 -2.28015603e-18)	(9.46861883e+00 1.23806345e+00 -1.52955147e-17)	(3.93278535e+00 1.90068841e+00 1.94752899e-18)	(1.09055413e+01 -7.96049534e-01 -1.20076753e-17)
20.43518902365933	p               	-9.70874028e+00	(1.05174722e+01 3.44266036e-01 2.35519711e-17)	5.39820140e+00	(-5.79498598e-01 4.06193140e-02 1.36476724e-17)
20.44816053571576	U               	(6.27516724e-01 -1.57691372e+00 -1.05756765e-18)	(9.58441081e+00 7.99661772e-01 -2.72141514e-17)	(3.38826393e+00 1.00874643e+00 1.61977864e-18)	(1.05086734e+01 -3.44265448e-01 0.00000000e+00)
20.44816053571576	p               	-9.74265564e+00	(1.05088727e+01 3.44265959e-01 0.00000000e+00)	5.40281922e+00	(-5.90875484e-01 4.06193153e-02 0.00000000e+00)
20.46112360486793	U               	(3.17270677e-01 -1.27980156e+00 -7.81525007e-19)	(9.36760317e+00 1.44842597e+00 0.00000000e+00)	(3.28338219e+00 2.12943405e+00 1.79975258e-18)	(1.09516543e+01 -3.43672028e-01 2.27821368e-17)
20.46112360486793	p               	-9.76449326e+00	(1.04999775e+01 3.44266007e-01 0.00000000e+00)	5.41154288e+00	(-6.02260006e-01 4.06193162e-02 1.44308487e-17)
20.47407865063233	U               	(4.43888820e-01 -1.59817756e+00 -7.63725045e-19)	(9.51055346e+00 1.02143199e+00 7.71395749e-19)	(3.33624328e+00 2.57484343e+00 2.10739006e-18)	(1.13869977e+01 -5.70177725e-01 0.00000000e+00)
20.47407865063233	p               	-9.77266560e+00	(1.04910304e+01 3.44266004e-01 -1.21501911e-17)	5.41615571e+00	(-6.13651452e-01 4.06193222e-02 -2.65142497e-17)
20.48702600233735	U               	(4.15499076e-01 -1.33454288e+00 -5.16573358e-19)	(9.34911657e+00 1.44842594e+00 1.33396503e-17)	(3.82119690e+00 2.05478423e+00 7.70506663e-19)	(1.12902259e+01 -1.01569864e+00 -2.35904262e-17)
20.48702600233735	p               	-9.75608220e+00	(1.04821856e+01 3.44266024e-01 1.13759599e-17)	5.41702646e+00	(-6.25051263e-01 4.06193163e-02 0.00000000e+00)
20.49996598763495	U               	(4.35652844e-01 -1.53487459e+00 -4.97403507e-19)	(9.42269117e+00 1.23806333e+00 -2.82335366e-17)	(3.37193141e+00 1.92325398e+00 7.93610203e-19)	(1.17084219e+01 -1.23027027e+00 1.16350030e-17)
20.49996598763495	p               	-9.74810220e+00	(1.04732267e+01 3.44266013e-01 1.13719174e-17)	5.42206038e+00	(-6.36457721e-01 4.06193229e-02 0.00000000e+00)
20.51289889970156	U               	(6.34056946e-01 -1.18063031e+00 -6.80137400e-19)	(9.23489830e+00 1.65143197e+00 0.00000000e+00)	(3.75057892e+00 1.62440409e+00 9.58641751e-19)	(1.08919435e+01 -5.71164333e-01 0.00000000e+00)
20.51289889970156	p               	-9.70770764e+00	(1.04645617e+01 3.44266022e-01 0.00000000e+00)	5.42449923e+00	(-6.47872366e-01 4.06193132e-02 -1.44318577e-17)
20.525825016836894	U               	(5.33751960e-01 -1.58656590e+00 -8.54787061e-19)	(9.40467236e+00 1.23806328e+00 -1.29531756e-17)	(3.91893653e+00 2.35941372e+00 1.38455361e-18)	(-5.89200764e-02 9.39341160e-01 -1.35924040e-17)
20.525825016836894	p               	-9.65695531e+00	(1.04557074e+01 3.44265984e-01 1.21368278e-17)	5.42464188e+00	(-6.59293876e-01 4.06193169e-02 0.00000000e+00)
20.53874461110998	U               	(6.10650529e-01 -1.41116231e+00 -1.48398938e-18)	(9.31234165e+00 1.44842583e+00 2.81907034e-17)	(3.39761144e+00 1.58294397e+00 1.21304154e-18)	(1.08992295e+01 -3.43672008e-01 -2.27390505e-17)
20.53874461110998	p               	-9.61643261e+00	(1.04466920e+01 3.44265950e-01 3.56259401e-17)	5.42893584e+00	(-6.70721956e-01 4.06193153e-02 0.00000000e+00)
20.551658163780676	U               	(4.06294100e-01 -9.04502876e-01 -1.87782438e-18)	(9.53081170e+00 1.84517378e+00 1.45874818e-17)	(3.98358475e+00 1.66525501e+00 1.54907493e-18)	(1.49456220e-01 1.01443084e+00 -1.43889318e-17)
20.551658163780676	p               	-9.56377978e+00	(1.04378028e+01 3.44265933e-01 0.00000000e+00)	5.43171949e+00	(-6.82157655e-01 4.06193238e-02 -2.80814853e-17)
20.564565952034357	U               	(1.69526769e-01 -1.19428652e+00 -7.02005025e-19)	(9.72174188e+00 1.44701520e+00 0.00000000e+00)	(3.42641046e+00 1.38673990e+00 1.69735427e-18)	(1.08816193e+01 -3.43672019e-01 4.62186714e-17)
20.564565952034357	p               	-9.49050936e+00	(1.04288129e+01 3.44265904e-01 0.00000000e+00)	5.43684843e+00	(-6.93599304e-01 4.06193185e-02 0.00000000e+00)
20.577468133923826	U               	(2.46334697e-01 -1.34429992e+00 -1.31473504e-18)	(9.79382532e+00 1.23661647e+00 0.00000000e+00)	(3.43853577e+00 1.28717383e+00 1.97604532e-18)	(1.08727639e+01 -3.43671970e-01 0.00000000e+00)
20.577468133923826	p               	-9.39804576e+00	(1.04198134e+01 3.44265891e-01 0.00000000e+00)	5.44104660e+00	(-7.05048051e-01 4.06193264e-02 1.44324087e-17)
20.590365178845413	U               	(4.64838832e-01 -1.46918887e+00 -9.55264349e-19)	(9.85289006e+00 1.02007621e+00 1.22028639e-17)	(3.24606820e+00 2.31893397e+00 5.03472816e-19)	(1.13338182e+01 -3.43056507e-01 -4.47339979e-17)
20.590365178845413	p               	-9.31387871e+00	(1.08643806e+01 3.43672324e-01 -1.17400427e-17)	5.44536021e+00	(-7.16502288e-01 4.06193154e-02 2.65172571e-17)
20.603257355123599	U               	(4.04940186e-01 -1.16184712e+00 -2.43594554e-18)	(9.60014486e+00 1.65020657e+00 0.00000000e+00)	(3.81834750e+00 1.40493329e+00 1.93631840e-18)	(1.83866071e-01 1.02709286e+00 0.00000000e+00)
20.603257355123599	p               	-9.35149090e+00	(1.08554339e+01 3.43672330e-01 2.27017748e-17)	5.44671065e+00	(-7.27963685e-01 4.06193310e-02 -2.80830204e-17)
20.616145108568183	U               	(8.54811857e-01 -1.63874629e+00 -2.44852624e-18)	(9.88895178e+00 7.98501456e-01 0.00000000e+00)	(3.50994310e+00 2.69689897e+00 1.22736020e-18)	(-2.80638099e-01 8.60004287e-01 0.00000000e+00)
20.616145108568183	p               	-9.38073718e+00	(1.08467244e+01 3.43672323e-01 2.34651869e-17)	5.44768637e+00	(-7.39431196e-01 4.06193257e-02 -1.36502985e-17)
20.629028384628782	U               	(9.19616018e-01 -1.68303442e+00 -9.74539392e-19)	(9.33011731e+00 1.23806298e+00 0.00000000e+00)	(3.75860603e+00 2.55879821e+00 1.32528737e-18)	(-2.22883992e-01 9.02460212e-01 -4.07963242e-17)
20.629028384628782	p               	-9.38059308e+00	(1.08374991e+01 3.43672305e-01 -3.44148305e-17)	5.44887288e+00	(-7.50904758e-01 4.06193347e-02 0.00000000e+00)
20.641907641130473	U               	(1.06049062e+00 -1.24546223e+00 -1.68561403e-18)	(9.14171484e+00 1.65143155e+00 1.45244923e-17)	(3.48088552e+00 7.75789946e-01 2.67659607e-18)	(1.08284643e+01 -3.43671975e-01 1.09542149e-17)
20.641907641130473	p               	-9.38525800e+00	(1.08288187e+01 3.43672294e-01 0.00000000e+00)	5.45052126e+00	(-7.62384028e-01 4.06193277e-02 0.00000000e+00)
20.654783254979687	U               	(5.06718182e-01 -1.42953842e+00 -9.68071560e-19)	(9.65693771e+00 1.44701490e+00 0.00000000e+00)	(3.94994569e+00 2.37832450e+00 1.71914760e-18)	(-1.73496433e-01 9.39341160e-01 0.00000000e+00)
20.654783254979687	p               	-9.37913382e+00	(1.08195746e+01 3.43672292e-01 4.53417310e-17)	5.45798543e+00	(-7.73869398e-01 4.06193354e-02 -4.25177569e-17)
20.667655385335951	U               	(7.13871478e-01 -1.74987783e+00 -2.11040188e-18)	(9.79755892e+00 1.02007601e+00 -2.66727600e-17)	(3.76663217e+00 2.56443244e+00 1.33385480e-18)	(-2.57338535e-01 9.02460211e-01 -2.71983355e-17)
