# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
77.9153075761954597	8.88507743e+00	-4.10762250e-19	-1.12419566e+00	-1.15342346e-18	-1.22659016e+00	2.53482186e-19	4.44253871e+00	4.44253871e+00	4.81010612e-20	-4.58863311e-19	-1.78868799e+00	6.64492327e-01
77.9291485280646299	8.87555170e+00	1.59908467e-18	-1.12645101e+00	-1.21398867e-18	-1.24036922e+00	-1.22806210e-18	4.43777585e+00	4.43777585e+00	-4.28519768e-19	2.02760444e-18	-1.80359472e+00	6.77143714e-01
77.9430150487687996	8.86590102e+00	-3.56402917e-19	-1.12498175e+00	-8.26128963e-19	-1.25050208e+00	3.46764862e-19	4.43295051e+00	4.43295051e+00	1.68563403e-19	-5.24966320e-19	-1.81299296e+00	6.88011207e-01
77.9569072176127804	8.85649156e+00	1.32766673e-18	-1.12088533e+00	-1.03146712e-18	-1.25794566e+00	-1.11683494e-18	4.42824578e+00	4.42824578e+00	-4.53001576e-19	1.78066830e-18	-1.81838833e+00	6.97502994e-01
77.9708259385886322	8.84644536e+00	1.41221716e-18	-1.11529756e+00	-8.78672167e-19	-1.26376829e+00	-1.29210647e-18	4.42322268e+00	4.42322268e+00	-5.85997892e-19	1.99821505e-18	-1.82141707e+00	7.06119510e-01
77.9847712105565876	8.83677718e+00	1.58046374e-18	-1.11482102e+00	-1.01372656e-18	-1.27465503e+00	-1.52364425e-18	4.41838859e+00	4.41838859e+00	-7.33412379e-19	2.31387611e-18	-1.83206554e+00	7.17244519e-01
77.9987439604247186	8.82874777e+00	1.30583604e-18	-1.11201807e+00	-1.76716978e-18	-1.28310976e+00	-1.12128943e-18	4.41437388e+00	4.41437388e+00	-4.68371412e-19	1.77420745e-18	-1.83911880e+00	7.27100726e-01
78.0127442458369273	8.81898899e+00	1.26687016e-18	-1.11177655e+00	-1.67372917e-18	-1.29414132e+00	-1.17768499e-18	4.40949450e+00	4.40949450e+00	-5.44249911e-19	1.81112007e-18	-1.85002959e+00	7.38253045e-01
78.0267729408763415	8.80962468e+00	1.56882070e-18	-1.10765649e+00	-9.93724691e-19	-1.30105926e+00	-1.71454757e-18	4.40481234e+00	4.40481234e+00	-9.30137218e-19	2.49895792e-18	-1.85488750e+00	7.47231015e-01
78.0408301473845114	8.79875229e+00	1.28706542e-18	-1.10096794e+00	-5.98302186e-19	-1.30511990e+00	-1.11902110e-18	4.39937615e+00	4.39937615e+00	-4.75488387e-19	1.76255381e-18	-1.85560387e+00	7.54635924e-01
78.0549167847403993	8.79004793e+00	9.59184366e-19	-1.09631697e+00	-1.32223228e-18	-1.31119245e+00	-6.27037489e-19	4.39502396e+00	4.39502396e+00	-1.47445306e-19	1.10662967e-18	-1.85935093e+00	7.63033964e-01
78.0690329877023856	8.77991441e+00	8.88577021e-19	-1.09530655e+00	6.83069749e-19	-1.32108029e+00	-5.03456629e-19	4.38995720e+00	4.38995720e+00	-5.91681182e-20	9.47745139e-19	-1.86873356e+00	7.73427013e-01
78.083179637438775	8.77018719e+00	9.48654321e-19	-1.09241959e+00	-8.20175803e-19	-1.32886226e+00	-7.76871250e-19	4.38509360e+00	4.38509360e+00	-3.02544089e-19	1.25119841e-18	-1.87507205e+00	7.82652468e-01
78.0973568543938939	8.76010578e+00	9.51162140e-19	-1.08477584e+00	4.78693231e-19	-1.33128226e+00	-6.14267155e-19	4.38005289e+00	4.38005289e+00	-1.38686085e-19	1.08984823e-18	-1.87367018e+00	7.88894339e-01
78.1115656231989419	8.75035588e+00	1.04869701e-18	-1.07893164e+00	-8.27931510e-19	-1.33551462e+00	-8.54544269e-19	4.37517794e+00	4.37517794e+00	-3.30195767e-19	1.37889277e-18	-1.87498044e+00	7.96048801e-01
78.1258060447558336	8.73999835e+00	1.03147695e-18	-1.07273129e+00	3.74506025e-19	-1.33918615e+00	-1.27353099e-18	4.36999917e+00	4.36999917e+00	-7.57792516e-19	1.78926946e-18	-1.87555180e+00	8.02820509e-01
78.1400790669172522	8.73049912e+00	1.38991624e-18	-1.07019582e+00	3.08659486e-19	-1.34686403e+00	-1.79056247e-18	4.36524956e+00	4.36524956e+00	-1.09560435e-18	2.48552058e-18	-1.88196194e+00	8.11766124e-01
78.1543850136292093	8.72021127e+00	1.27363349e-18	-1.06378749e+00	8.19904443e-20	-1.35000472e+00	-1.68570122e-18	4.36010564e+00	4.36010564e+00	-1.04888447e-18	2.32251796e-18	-1.88189847e+00	8.18110972e-01
78.1687247009202935	8.71027845e+00	8.39576105e-19	-1.05779853e+00	4.07539572e-19	-1.35346505e+00	-1.11512161e-18	4.35513922e+00	4.35513922e+00	-6.95333553e-19	1.53490966e-18	-1.88236432e+00	8.24565788e-01
78.1830984879642727	8.69972010e+00	7.77430686e-19	-1.04785893e+00	-6.51119386e-19	-1.35212984e+00	-1.00022371e-18	4.34986005e+00	4.34986005e+00	-6.11508367e-19	1.38893905e-18	-1.87605931e+00	8.28200376e-01
78.1975072758361449	8.68936929e+00	4.94036720e-19	-1.04278567e+00	-1.39800985e-20	-1.35630267e+00	-5.78643152e-19	4.34468465e+00	4.34468465e+00	-3.31624792e-19	8.25661512e-19	-1.87769550e+00	8.34909833e-01
78.2119514252413808	8.67822290e+00	4.47901391e-20	-1.03635802e+00	1.31579697e-18	-1.35871066e+00	1.54258228e-19	4.33911145e+00	4.33911145e+00	1.76653297e-19	-1.31863158e-19	-1.87688967e+00	8.40531655e-01
78.2264318341365197	8.66788073e+00	-2.94102645e-20	-1.03148550e+00	1.19042892e-18	-1.36283481e+00	2.01337183e-19	4.33394037e+00	4.33394037e+00	1.86632051e-19	-2.16042315e-19	-1.87857756e+00	8.47092063e-01
78.2409488831811757	8.65771985e+00	4.05963837e-19	-1.02397077e+00	-3.50390857e-20	-1.36361525e+00	-8.11746083e-19	4.32885992e+00	4.32885992e+00	-6.08764165e-19	1.01472800e-18	-1.87560064e+00	8.51629867e-01
78.2555034954619799	8.64732072e+00	2.47999320e-19	-1.01544699e+00	-4.51674282e-19	-1.36297459e+00	-5.20976542e-19	4.32366036e+00	4.32366036e+00	-3.96976882e-19	6.44976202e-19	-1.87069808e+00	8.55251091e-01
78.2700961032816025	8.63650929e+00	-2.24438268e-19	-1.00575227e+00	1.44142066e-18	-1.36066264e+00	3.10284468e-19	4.31825465e+00	4.31825465e+00	1.98065333e-19	-4.22503602e-19	-1.86353878e+00	8.57786510e-01
78.2847276869295996	8.62533725e+00	8.27286604e-19	-1.00080731e+00	4.87076824e-19	-1.36404266e+00	-1.44123926e-18	4.31266863e+00	4.31266863e+00	-1.02759596e-18	1.85488256e-18	-1.86444631e+00	8.63638999e-01
78.2993986747476782	8.61542355e+00	9.37380367e-20	-9.90621761e-01	-9.33631919e-20	-1.36074035e+00	-2.10057987e-19	4.30771177e+00	4.30771177e+00	-1.63188969e-19	2.56927005e-19	-1.85605123e+00	8.65429467e-01
78.3141101098864141	8.60197382e+00	6.90582663e-19	-9.81547621e-01	7.87754111e-19	-1.35860784e+00	-1.22743710e-18	4.30098691e+00	4.30098691e+00	-8.82145764e-19	1.57272843e-18	-1.84938165e+00	8.67834032e-01
78.328862406899475	8.59193138e+00	-1.70053608e-19	-9.68213826e-01	1.30763970e-18	-1.35080598e+00	1.39630348e-19	4.29596569e+00	4.29596569e+00	5.46035437e-20	-2.24657152e-19	-1.83491289e+00	8.66699069e-01
78.3436566342537475	8.58025696e+00	2.24610432e-19	-9.58618295e-01	-5.95907695e-20	-1.34749393e+00	-4.95400242e-19	4.29012848e+00	4.29012848e+00	-3.83095026e-19	6.07705458e-19	-1.82680308e+00	8.68184786e-01
78.3584933333169857	8.56729027e+00	5.96089413e-19	-9.53171722e-01	-4.21336890e-20	-1.34930912e+00	-8.67910281e-19	4.28364513e+00	4.28364513e+00	-5.69865574e-19	1.16595499e-18	-1.82589498e+00	8.72723259e-01
78.3733734696149753	8.55426674e+00	3.59621445e-19	-9.45722104e-01	-3.14651932e-19	-1.34836595e+00	-4.31523264e-19	4.27713337e+00	4.27713337e+00	-2.51712542e-19	6.11333986e-19	-1.82122700e+00	8.75504898e-01
78.3882977041398874	8.54513115e+00	8.54495588e-19	-9.35673254e-01	7.79779494e-19	-1.34381099e+00	-1.30957073e-18	4.27256557e+00	4.27256557e+00	-8.82322937e-19	1.73681852e-18	-1.81164762e+00	8.75974367e-01
78.4032669316118813	8.53243952e+00	5.67920903e-19	-9.20605961e-01	-4.88940067e-19	-1.33236795e+00	-8.02574119e-19	4.26621976e+00	4.26621976e+00	-5.18613668e-19	1.08653457e-18	-1.79267093e+00	8.72064965e-01
78.4182819057422904	8.51952675e+00	-6.68394607e-20	-9.13229396e-01	1.32749110e-18	-1.33084739e+00	2.66875575e-19	4.25976337e+00	4.25976337e+00	2.33455845e-19	-3.00295305e-19	-1.78746209e+00	8.74232696e-01
78.4333436099772143	8.50850384e+00	4.74439288e-19	-9.00342968e-01	-2.92759093e-19	-1.32174715e+00	-6.36598508e-19	4.25425192e+00	4.25425192e+00	-3.99378864e-19	8.73818152e-19	-1.77191863e+00	8.71575666e-01
78.4484528601044104	8.49681996e+00	5.10608911e-19	-8.89875481e-01	1.48096992e-19	-1.31563383e+00	-7.24448441e-19	4.24840998e+00	4.24840998e+00	-4.69143986e-19	9.79752896e-19	-1.76057157e+00	8.70696093e-01
78.4636107263212352	8.48525691e+00	8.25956689e-19	-8.82056389e-01	7.48495256e-19	-1.31288949e+00	-1.33160610e-18	4.24262845e+00	4.24262845e+00	-9.18627758e-19	1.74458445e-18	-1.75391769e+00	8.71861299e-01
78.4788178070002402	8.47246931e+00	8.15919848e-19	-8.63259418e-01	2.54917194e-19	-1.29483776e+00	-1.02553816e-18	4.23623465e+00	4.23623465e+00	-6.17578239e-19	1.43349809e-18	-1.72646747e+00	8.63208049e-01
78.494075332623126	8.45966845e+00	5.95502135e-19	-8.56431325e-01	1.67208158e-18	-1.29294505e+00	-6.06212038e-19	4.22983422e+00	4.22983422e+00	-3.08460970e-19	9.03963105e-19	-1.72116071e+00	8.64729387e-01
78.5093840708619837	8.44656371e+00	1.38243358e-18	-8.49862085e-01	1.03733397e-18	-1.29121690e+00	-1.96665784e-18	4.22328186e+00	4.22328186e+00	-1.27544104e-18	2.65787463e-18	-1.71614794e+00	8.66285857e-01
78.524745129621536	8.43395568e+00	1.10894720e-18	-8.38714042e-01	8.97372736e-19	-1.28288597e+00	-1.55503498e-18	4.21697784e+00	4.21697784e+00	-1.00056138e-18	2.10950858e-18	-1.70224299e+00	8.63528950e-01
78.540159365708206	8.42069212e+00	1.22912212e-18	-8.22170865e-01	9.98916934e-19	-1.26665769e+00	-1.77948761e-18	4.21034606e+00	4.21034606e+00	-1.16492654e-18	2.39404867e-18	-1.67774312e+00	8.55572259e-01
78.5556279963963959	8.40891006e+00	1.11223574e-18	-8.10719034e-01	9.59607825e-19	-1.25732179e+00	-1.48028601e-18	4.20445503e+00	4.20445503e+00	-9.24168142e-19	2.03640388e-18	-1.66268130e+00	8.51962269e-01
78.5711519917672661	8.39558268e+00	1.05974869e-18	-8.00752660e-01	9.50235910e-19	-1.24985270e+00	-1.49292454e-18	4.19779134e+00	4.19779134e+00	-9.63050190e-19	2.02279888e-18	-1.65022903e+00	8.49476368e-01
78.5867326769811996	8.38221732e+00	7.39730982e-19	-7.90468161e-01	-2.05074812e-19	-1.24169123e+00	-9.11541793e-19	4.19110866e+00	4.19110866e+00	-5.41676301e-19	1.28140728e-18	-1.63692531e+00	8.46457146e-01
78.6023711217295329	8.36749512e+00	4.96785320e-19	-7.78452912e-01	1.58370072e-18	-1.23077225e+00	-4.01024583e-19	4.18374756e+00	4.18374756e+00	-1.52631923e-19	6.49417243e-19	-1.61999871e+00	8.41545793e-01
78.6180686986620714	8.35516559e+00	3.20221965e-19	-7.60816958e-01	1.50104088e-18	-1.21134844e+00	-8.49293966e-20	4.17758279e+00	4.17758279e+00	7.51815858e-20	2.45040379e-19	-1.59175692e+00	8.30939961e-01
78.6338265162718244	8.34149015e+00	5.15095250e-19	-7.50552998e-01	-5.21915334e-19	-1.20240239e+00	-5.14394289e-19	4.17074508e+00	4.17074508e+00	-2.56846665e-19	7.71941914e-19	-1.57767889e+00	8.27125891e-01
78.649645994559549	8.32758368e+00	1.26298324e-19	-7.38097616e-01	1.47784556e-18	-1.18997182e+00	1.91873295e-19	4.16379184e+00	4.16379184e+00	2.55022457e-19	-1.28724133e-19	-1.55902063e+00	8.20923012e-01
78.6655281093481022	8.31331606e+00	1.00087125e-18	-7.27445776e-01	-3.72798920e-19	-1.17994892e+00	-1.51029898e-18	4.15665803e+00	4.15665803e+00	-1.00986336e-18	2.01073460e-18	-1.54367181e+00	8.16226035e-01
78.6814743756782917	8.29859375e+00	9.98771074e-19	-7.14106133e-01	8.96952700e-19	-1.16566253e+00	-1.50148884e-18	4.14929688e+00	4.14929688e+00	-1.00210330e-18	2.00087438e-18	-1.52271560e+00	8.08609462e-01
78.6974859308481172	8.28454920e+00	5.16815885e-19	-6.99995881e-01	-1.20137272e-19	-1.14989738e+00	-5.64937447e-19	4.14227460e+00	4.14227460e+00	-3.06529505e-19	8.23345389e-19	-1.49989532e+00	7.99899444e-01
78.7135643609487943	8.27173418e+00	2.55752135e-19	-6.89171861e-01	1.34923806e-18	-1.13884297e+00	-3.51341843e-20	4.13586709e+00	4.13586709e+00	9.27418830e-20	1.63010252e-19	-1.48342890e+00	7.94257041e-01
78.7297108053688817	8.25744693e+00	1.09413402e-18	-6.76334148e-01	3.00101309e-19	-1.12445429e+00	-1.60437073e-18	4.12872346e+00	4.12872346e+00	-1.05730372e-18	2.15143774e-18	-1.46262136e+00	7.86287212e-01
78.745926914582526	8.24294062e+00	1.17139647e-18	-6.60982778e-01	-6.87295989e-19	-1.10591901e+00	-1.61868804e-18	4.12147031e+00	4.12147031e+00	-1.03298980e-18	2.20438627e-18	-1.43641040e+00	7.75427625e-01
78.7622140085197486	8.22801266e+00	1.16464261e-18	-6.50557181e-01	4.19050756e-19	-1.09468713e+00	-1.84040814e-18	4.11400633e+00	4.11400633e+00	-1.25808684e-18	2.42272945e-18	-1.41996572e+00	7.69408535e-01
78.7785738078464561	8.21404749e+00	6.91812515e-19	-6.34680566e-01	-9.85329016e-19	-1.07475716e+00	-9.33457980e-19	4.10702374e+00	4.10702374e+00	-5.87551722e-19	1.27936424e-18	-1.39209744e+00	7.57416874e-01
78.7950075702360948	8.20063150e+00	6.53908934e-19	-6.21451813e-01	-9.78081160e-19	-1.05864217e+00	-8.95710114e-19	4.10031575e+00	4.10031575e+00	-5.68755647e-19	1.22266458e-18	-1.36936808e+00	7.47916265e-01
78.8115171326789294	8.18291813e+00	4.77559637e-19	-6.09930211e-01	-1.10727803e-18	-1.04495279e+00	-4.56422620e-19	4.09145906e+00	4.09145906e+00	-2.17642801e-19	6.95202438e-19	-1.34991789e+00	7.39987683e-01
78.8281037625700094	8.16761877e+00	7.75626060e-19	-5.95450873e-01	4.05854337e-19	-1.02631918e+00	-1.12231158e-18	4.08380939e+00	4.08380939e+00	-7.34498547e-19	1.51012461e-18	-1.32404462e+00	7.28593747e-01
78.8447689419563318	8.15126221e+00	6.63931762e-19	-5.82063885e-01	-9.55579080e-19	-1.00912310e+00	-7.93983238e-19	4.07563111e+00	4.07563111e+00	-4.62017357e-19	1.12594912e-18	-1.30015504e+00	7.18091157e-01
78.861512593193396	8.13564368e+00	3.06378209e-19	-5.69227663e-01	-1.05401993e-18	-9.92522446e-01	-4.37592328e-19	4.06782184e+00	4.06782184e+00	-2.84403223e-19	5.90781432e-19	-1.27713628e+00	7.07908614e-01
78.878336674372008	8.12064233e+00	5.58950938e-19	-5.61432368e-01	9.84046915e-19	-9.83780806e-01	-4.67327303e-19	4.06032117e+00	4.06032117e+00	-1.87851834e-19	7.46802772e-19	-1.26449699e+00	7.03064623e-01
78.8952426806984022	8.10460062e+00	7.02719327e-19	-5.39043593e-01	3.32341366e-19	-9.51186804e-01	-1.36205681e-18	4.05230031e+00	4.05230031e+00	-1.01069715e-18	1.71341647e-18	-1.22070860e+00	6.81665007e-01
78.9122327688777858	8.08856914e+00	7.48448710e-19	-5.25422504e-01	2.93960509e-19	-9.32465377e-01	-1.38122486e-18	4.04428457e+00	4.04428457e+00	-1.00700050e-18	1.75544921e-18	-1.19517663e+00	6.69754124e-01
78.9293086160478481	8.07306368e+00	1.98043963e-19	-5.13289123e-01	9.36238132e-19	-9.15934485e-01	9.24408375e-20	4.03653184e+00	4.03653184e+00	1.91462819e-19	6.58114394e-21	-1.17257905e+00	6.59289923e-01
78.9464725026795549	8.05708616e+00	4.01140189e-19	-5.02333932e-01	3.50837384e-19	-9.01133733e-01	-7.04091309e-19	4.02854308e+00	4.02854308e+00	-5.03521214e-19	9.04661404e-19	-1.15230070e+00	6.49966767e-01
78.9637259778485685	8.04099485e+00	1.48983249e-18	-4.89493028e-01	-3.42453648e-19	-8.82972437e-01	-2.23733686e-18	4.02049742e+00	4.02049742e+00	-1.49242061e-18	2.98225310e-18	-1.12771895e+00	6.38225923e-01
78.9810715796743068	8.02493315e+00	1.37733073e-18	-4.75475419e-01	-2.86911706e-19	-8.62603867e-01	-1.97709052e-18	4.01246657e+00	4.01246657e+00	-1.28842516e-18	2.66575589e-18	-1.10034158e+00	6.24866158e-01
78.9985109721708767	8.00867414e+00	4.30135368e-19	-4.65362654e-01	-5.70709856e-19	-8.48491629e-01	-7.35282436e-19	4.00433707e+00	4.00433707e+00	-5.20214753e-19	9.50350120e-19	-1.08117296e+00	6.15810302e-01
79.0160468238549782	7.99233923e+00	1.53214977e-18	-4.49702759e-01	-9.25590297e-20	-8.24841735e-01	-2.35320512e-18	3.99616961e+00	3.99616961e+00	-1.58713024e-18	3.11928000e-18	-1.04969312e+00	5.99990356e-01
79.033681240551104	7.97489046e+00	5.39972193e-19	-4.35689436e-01	1.31852086e-18	-8.03669147e-01	-1.02479401e-18	3.98744523e+00	3.98744523e+00	-7.54807914e-19	1.29478011e-18	-1.02151387e+00	5.85824429e-01
79.0514170794351116	7.95879346e+00	4.55898596e-19	-4.23721963e-01	1.18606761e-18	-7.85703979e-01	-8.33070873e-19	3.97939673e+00	3.97939673e+00	-6.05121575e-19	1.06102017e-18	-9.97564960e-01	5.73842997e-01
79.0692566906032113	7.94264233e+00	5.81826806e-19	-4.08495388e-01	1.15567077e-18	-7.61927986e-01	-1.09491905e-18	3.97132116e+00	3.97132116e+00	-8.04005645e-19	1.38583245e-18	-9.66175680e-01	5.57680292e-01
79.0872031046954476	7.92666835e+00	4.32887144e-19	-3.97720989e-01	-9.59924917e-20	-7.45509039e-01	-8.52538767e-19	3.96333417e+00	3.96333417e+00	-6.36095195e-19	1.06898234e-18	-9.44369533e-01	5.46648544e-01
79.1052585600516949	7.90837480e+00	6.34222270e-19	-3.84629723e-01	-9.15999906e-20	-7.24871863e-01	-1.29882884e-18	3.95418740e+00	3.95418740e+00	-9.81717701e-19	1.61593997e-18	-9.17186725e-01	5.32557002e-01
79.1234263476078468	7.89147015e+00	2.78541941e-19	-3.74186974e-01	1.09021003e-18	-7.08578635e-01	-4.73437222e-19	3.94573507e+00	3.94573507e+00	-3.34166252e-19	6.12708193e-19	-8.95672122e-01	5.21485149e-01
79.1417089070748148	7.87395391e+00	1.21782298e-18	-3.63380501e-01	4.36126631e-19	-6.91447978e-01	-1.67763889e-18	3.93697695e+00	3.93697695e+00	-1.06872740e-18	2.28655038e-18	-8.73138228e-01	5.09757728e-01
79.1601096851596395	7.85639499e+00	6.06485957e-19	-3.49655176e-01	1.00632521e-18	-6.69007548e-01	-1.22905330e-18	3.92819749e+00	3.92819749e+00	-9.25810324e-19	1.53229628e-18	-8.43835137e-01	4.94179960e-01
79.1786314759955587	7.83892420e+00	7.44582608e-19	-3.37877135e-01	9.47168339e-19	-6.49737289e-01	-9.55828987e-19	3.91946210e+00	3.91946210e+00	-5.83537683e-19	1.32812029e-18	-8.18675856e-01	4.80798721e-01
79.1972779994265892	7.82153463e+00	5.46231509e-20	-3.24366012e-01	-4.45430575e-19	-6.27208103e-01	-1.70994235e-19	3.91076731e+00	3.91076731e+00	-1.43682660e-19	1.98305811e-19	-7.89391109e-01	4.65025097e-01
79.2160522700215779	7.80370013e+00	8.33424164e-19	-3.13894455e-01	-1.07604593e-19	-6.09826184e-01	-9.00109914e-19	3.90185006e+00	3.90185006e+00	-4.83397832e-19	1.31682200e-18	-7.66773411e-01	4.52878956e-01
79.2349581536816032	7.78585055e+00	1.37594246e-18	-3.03370597e-01	5.39432357e-20	-5.92172047e-01	-2.29926628e-18	3.89292528e+00	3.89292528e+00	-1.61129505e-18	2.98723751e-18	-7.43857346e-01	4.40486749e-01
79.253998935330273	7.76618693e+00	2.85204443e-19	-2.91403456e-01	4.82932461e-19	-5.71785363e-01	-5.65095702e-19	3.88309347e+00	3.88309347e+00	-4.22493481e-19	7.07697924e-19	-7.17487091e-01	4.26083635e-01
79.273178616047403	7.74778511e+00	3.61371337e-19	-2.81967746e-01	-5.98589709e-19	-5.55741928e-01	-7.80653804e-19	3.87389255e+00	3.87389255e+00	-5.99968135e-19	9.61339472e-19	-6.96725801e-01	4.14758055e-01
79.2924681247941976	7.72812586e+00	4.64619912e-19	-2.68588952e-01	5.67096876e-19	-5.32408451e-01	-9.94156693e-19	3.86406293e+00	3.86406293e+00	-7.61846736e-19	1.22646665e-18	-6.66702927e-01	3.98113975e-01
79.3118183386525857	7.70953356e+00	4.53996559e-19	-2.60238345e-01	-6.39035836e-19	-5.17967689e-01	-9.90571990e-19	3.85476678e+00	3.85476678e+00	-7.63573710e-19	1.21757027e-18	-6.48086862e-01	3.87848516e-01
79.3312304931711907	7.69094728e+00	1.26768065e-18	-2.53013689e-01	-2.09651743e-20	-5.05433819e-01	-2.08684769e-18	3.84547364e+00	3.84547364e+00	-1.45300736e-18	2.72068801e-18	-6.31940664e-01	3.78926974e-01
79.3507092915093182	7.67071437e+00	1.22993041e-19	-2.41023967e-01	4.80460142e-19	-4.84157542e-01	-2.19653943e-19	3.83535718e+00	3.83535718e+00	-1.58157423e-19	2.81150464e-19	-6.04669526e-01	3.63645558e-01
79.3702597748924603	7.65104910e+00	-3.54293153e-20	-2.33540417e-01	-7.86483072e-19	-4.70949515e-01	3.22288906e-19	3.82552455e+00	3.82552455e+00	3.04574248e-19	-3.40003564e-19	-5.87719724e-01	3.54179306e-01
79.3898754793969346	7.63115259e+00	6.30416714e-19	-2.21926926e-01	4.87115973e-19	-4.50043298e-01	-1.32088460e-18	3.81557630e+00	3.81557630e+00	-1.00567624e-18	1.63609296e-18	-5.61006761e-01	3.39079835e-01
79.4095514214914431	7.61077676e+00	7.50835758e-19	-2.13716335e-01	-3.33327414e-19	-4.35239758e-01	-1.55278562e-18	3.80538838e+00	3.80538838e+00	-1.17736774e-18	1.92820350e-18	-5.42097925e-01	3.28381590e-01
79.4292898480150029	7.59154468e+00	4.87043068e-20	-2.06301241e-01	-3.56822193e-19	-4.21777733e-01	-1.29810382e-19	3.79577234e+00	3.79577234e+00	-1.05458228e-19	1.54162535e-19	-5.24928353e-01	3.18627112e-01
79.4490904833196083	7.57128424e+00	1.09281890e-19	-1.97170191e-01	7.29577065e-19	-4.04965342e-01	-4.26688020e-19	3.78564212e+00	3.78564212e+00	-3.72047075e-19	4.81328965e-19	-5.03550437e-01	3.06380246e-01
79.4689545353432578	7.55163158e+00	5.12684963e-19	-1.88375255e-01	4.98361159e-19	-3.88636451e-01	-7.22941855e-19	3.77581579e+00	3.77581579e+00	-4.66599373e-19	9.79284337e-19	-4.82824078e-01	2.94448823e-01
79.4888835353773118	7.53213282e+00	5.98064088e-19	-1.79933652e-01	3.36974550e-19	-3.72836820e-01	-9.37218345e-19	3.76606641e+00	3.76606641e+00	-6.38186301e-19	1.23625039e-18	-4.62803646e-01	2.82869994e-01
79.5088761782821223	7.51211887e+00	1.74335555e-19	-1.75190280e-01	7.11502999e-19	-3.63868024e-01	-6.08740138e-19	3.75605944e+00	3.75605944e+00	-5.21572361e-19	6.95907916e-19	-4.51463165e-01	2.76272884e-01
79.5289341077717751	7.49213602e+00	5.12925792e-19	-1.70170438e-01	5.47712016e-19	-3.54305131e-01	-7.92419964e-19	3.74606801e+00	3.74606801e+00	-5.35957067e-19	1.04888286e-18	-4.39390350e-01	2.69219912e-01
79.5490570184660442	7.47152258e+00	1.57125582e-19	-1.60473199e-01	5.57504815e-19	-3.35840950e-01	-5.65511394e-19	3.73576129e+00	3.73576129e+00	-4.86948603e-19	6.44074185e-19	-4.16077550e-01	2.55604350e-01
79.5692474461499302	7.45123028e+00	1.15891739e-18	-1.55001906e-01	-6.50275777e-20	-3.25261004e-01	-2.20373819e-18	3.72561514e+00	3.72561514e+00	-1.62427950e-18	2.78319688e-18	-4.02761957e-01	2.47760051e-01
79.5895056219564196	7.43032075e+00	2.76656819e-19	-1.50759734e-01	6.52080216e-19	-3.16999970e-01	-8.12030239e-19	3.71516037e+00	3.71516037e+00	-6.73701829e-19	9.50358648e-19	-3.92379837e-01	2.41620103e-01
79.6098341056481615	7.40955088e+00	-4.44017919e-20	-1.46531412e-01	-5.44372722e-19	-3.08715815e-01	9.04223468e-20	3.70477544e+00	3.70477544e+00	6.82214508e-20	-1.12623243e-19	-3.81981521e-01	2.35450109e-01
79.6302352662891764	7.38894337e+00	1.62448389e-19	-1.39880555e-01	-5.01071584e-19	-2.95771990e-01	-3.36874609e-19	3.69447169e+00	3.69447169e+00	-2.55650414e-19	4.18098803e-19	-3.65712268e-01	2.25831712e-01
79.6507111260729204	7.36787317e+00	6.18301911e-20	-1.38193013e-01	-6.36363719e-19	-2.92349525e-01	-1.48433355e-19	3.68393659e+00	3.68393659e+00	-1.17518259e-19	1.79348450e-19	-3.61446031e-01	2.23253018e-01
79.6712663047716489	7.34774076e+00	4.48194442e-19	-1.32681582e-01	-6.14925763e-19	-2.81559647e-01	-1.30588299e-18	3.67387038e+00	3.67387038e+00	-1.08178576e-18	1.52998021e-18	-3.47900438e-01	2.15218855e-01
79.6918785092588848	7.32752047e+00	5.90392359e-19	-1.32254914e-01	-1.01934539e-19	-2.80534134e-01	-6.57935011e-19	3.66376024e+00	3.66376024e+00	-3.62738831e-19	9.53131190e-19	-3.46661591e-01	2.14406677e-01
79.7125501920962023	7.30652549e+00	1.07489532e-18	-1.28999451e-01	-1.68085905e-19	-2.74031219e-01	-2.05497167e-18	3.65326274e+00	3.65326274e+00	-1.51752401e-18	2.59241933e-18	-3.38530944e-01	2.09531493e-01
79.7332807915959592	7.28579026e+00	7.99447369e-19	-1.23917706e-01	-2.02934887e-19	-2.63909525e-01	-1.72132959e-18	3.64289513e+00	3.64289513e+00	-1.32160590e-18	2.12105327e-18	-3.25868378e-01	2.01950672e-01
79.75407141718172	7.26442654e+00	5.99364300e-19	-1.23044758e-01	5.55950538e-19	-2.61886253e-01	-1.31646438e-18	3.63221327e+00	3.63221327e+00	-1.01678223e-18	1.61614653e-18	-3.23408632e-01	2.00363874e-01
