# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 1.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
27.222502060273985	6.54090640e+00	1.87803474e-18	6.00050585e+00	-2.34804338e-18	3.54481806e+00	2.16718166e-19	3.27045320e+00	3.27045320e+00	1.15573554e-18	7.22299203e-19	6.54507099e+00	-5.44565140e-01
27.239769902311171	6.58724285e+00	1.30496134e-18	6.15120111e+00	-1.85221101e-18	3.53987534e+00	8.29712201e-19	3.29362143e+00	3.29362143e+00	1.48219287e-18	-1.77231530e-19	6.61547589e+00	-4.64274782e-01
27.25693114272606	6.63507588e+00	1.81098880e-18	6.30062865e+00	-1.90183825e-18	3.53021932e+00	2.22889489e-19	3.31753794e+00	3.31753794e+00	1.12838389e-18	6.82604911e-19	6.68053365e+00	-3.79905000e-01
27.27399576605297	6.68184153e+00	1.81925863e-18	6.44842485e+00	-2.30697484e-18	3.51573256e+00	4.17061167e-19	3.34092077e+00	3.34092077e+00	1.32669048e-18	4.92568146e-19	6.73994498e+00	-2.91520134e-01
27.290973277592038	6.72739538e+00	1.80566421e-18	6.59359834e+00	-2.19175088e-18	3.49604325e+00	4.06263644e-19	3.36369769e+00	3.36369769e+00	1.30909575e-18	4.96568463e-19	6.79284241e+00	-1.99244076e-01
27.307871599023549	6.77469201e+00	1.67539161e-18	6.74178981e+00	-2.17687810e-18	3.47438760e+00	4.71689149e-19	3.38734600e+00	3.38734600e+00	1.30938495e-18	3.66006656e-19	6.84528250e+00	-1.03492694e-01
27.324699321787179	6.82198796e+00	1.07704490e-18	6.88576423e+00	-1.90953587e-18	3.44671032e+00	2.55447769e-19	3.41099398e+00	3.41099398e+00	7.93970218e-19	2.83074679e-19	6.88959243e+00	-3.82820397e-03
27.341464151786397	6.87279892e+00	1.07684296e-18	7.03051995e+00	-1.94487146e-18	3.41570900e+00	3.07094936e-19	3.43639946e+00	3.43639946e+00	8.45516418e-19	2.31326546e-19	6.93096897e+00	9.95509793e-02
27.358174145577024	6.92158327e+00	5.32601203e-19	7.16934082e+00	-1.54506144e-18	3.37803437e+00	8.06668929e-19	3.46079163e+00	3.46079163e+00	1.07296953e-18	-5.40368328e-19	6.96270478e+00	2.06636039e-01
27.374836280580329	6.97110081e+00	2.22495795e-18	7.30973522e+00	-2.62358518e-18	3.33754317e+00	4.66647428e-19	3.48555040e+00	3.48555040e+00	1.57912640e-18	6.45831546e-19	6.99241078e+00	3.17324437e-01
27.391458470085418	7.01871063e+00	1.62783639e-18	7.44976560e+00	-1.60253484e-18	3.29320186e+00	1.27730086e-18	3.50935532e+00	3.50935532e+00	2.09121906e-18	-4.63382664e-19	7.01808466e+00	4.31680943e-01
27.408047233267897	7.06811958e+00	2.18129874e-18	7.58777395e+00	-2.67830446e-18	3.24409244e+00	4.47779194e-19	3.53405979e+00	3.53405979e+00	1.53842856e-18	6.42870175e-19	7.03797941e+00	5.49794534e-01
27.424610356535148	7.11585691e+00	1.60049187e-18	7.72484701e+00	-1.42709358e-18	3.19083147e+00	9.81791982e-19	3.55792845e+00	3.55792845e+00	1.78203792e-18	-1.81546049e-19	7.05325497e+00	6.71592033e-01
27.441154217257992	7.16413058e+00	1.26147641e-18	7.85880183e+00	-1.76364926e-18	3.13252727e+00	9.20040914e-19	3.58206529e+00	3.58206529e+00	1.55077912e-18	-2.89302709e-19	7.06192819e+00	7.96873639e-01
27.457686120980917	7.21282158e+00	2.44604988e-18	7.99599947e+00	-2.85780307e-18	3.07195876e+00	6.28035215e-19	3.60641079e+00	3.60641079e+00	1.85106015e-18	5.94989723e-19	7.06995849e+00	9.26040975e-01
27.474212620384503	7.26160048e+00	7.58436515e-19	8.12824820e+00	-1.78801910e-18	3.00563945e+00	3.29844774e-20	3.63080024e+00	3.63080024e+00	4.12202735e-19	3.46233780e-19	7.06976355e+00	1.05848465e+00
27.490740673673351	7.30927367e+00	1.11416822e-18	8.26044944e+00	-1.84230080e-18	2.93563350e+00	9.20650067e-19	3.65463684e+00	3.65463684e+00	1.47773418e-18	-3.63565958e-19	7.06585822e+00	1.19459122e+00
27.507276752792059	7.35670480e+00	2.85240999e-18	8.38929801e+00	-2.04439884e-18	2.86057463e+00	1.13174891e-18	3.67835240e+00	3.67835240e+00	2.55795390e-18	2.94456089e-19	7.05522363e+00	1.33407438e+00
27.523827839268346	7.40477450e+00	1.05450746e-18	8.51736924e+00	-1.96213411e-18	2.78155878e+00	9.45052305e-19	3.70238725e+00	3.70238725e+00	1.47230604e-18	-4.17798573e-19	7.04024341e+00	1.47712584e+00
27.540399831058341	7.45036798e+00	1.90409922e-18	8.64331112e+00	-1.54544359e-18	2.69801735e+00	7.94472612e-19	3.72518399e+00	3.72518399e+00	1.74652222e-18	1.57576997e-19	7.01967291e+00	1.62363821e+00
27.556999645107211	7.49956860e+00	1.66359049e-18	8.77009383e+00	-2.55086966e-18	2.61102733e+00	1.33061830e-18	3.74978430e+00	3.74978430e+00	2.16241355e-18	-4.98823058e-19	6.99607425e+00	1.77401958e+00
27.573633041992071	7.54604149e+00	1.62484808e-18	8.89519396e+00	-1.53542152e-18	2.51962783e+00	1.21167097e-18	3.77302074e+00	3.77302074e+00	2.02409501e-18	-3.99246925e-19	6.96722481e+00	1.92796914e+00
27.59030656939132	7.59305625e+00	9.55674567e-19	9.01902082e+00	-1.86607971e-18	2.42402660e+00	4.06014753e-19	3.79652812e+00	3.79652812e+00	8.83852036e-19	7.18225312e-20	6.93353701e+00	2.08548381e+00
27.607025936644401	7.64197933e+00	1.39036185e-18	9.13898871e+00	-2.14869595e-18	2.32321428e+00	3.19573349e-19	3.82098967e+00	3.82098967e+00	1.01475428e-18	3.75607578e-19	6.89270864e+00	2.24628007e+00
27.623797766612181	7.68784520e+00	-6.66104443e-20	9.25634284e+00	-1.22526598e-19	2.21781646e+00	2.67174903e-19	3.84392260e+00	3.84392260e+00	2.33869680e-19	-3.00480125e-19	6.84598788e+00	2.41035496e+00
27.640625674560315	7.73492248e+00	4.29118997e-20	9.37689004e+00	-7.93602259e-19	2.10932066e+00	-2.63533269e-19	3.86746124e+00	3.86746124e+00	-2.42077319e-19	2.84989219e-19	6.79776568e+00	2.57912436e+00
27.657516223284162	7.78432246e+00	-3.28224782e-19	9.49281829e+00	3.29878664e-19	1.99572103e+00	-1.79514031e-20	3.89216123e+00	3.89216123e+00	-1.82063794e-19	-1.46160988e-19	6.74213017e+00	2.75068812e+00
27.674475271974465	7.83065405e+00	-1.02643271e-18	9.60884787e+00	5.27513075e-19	1.87811020e+00	5.68764880e-19	3.91532702e+00	3.91532702e+00	5.55485236e-20	-1.08198124e-18	6.68253414e+00	2.92631373e+00
27.691510192813329	7.87725711e+00	1.74183983e-19	9.72389955e+00	-1.22250755e-19	1.75627998e+00	-1.06014461e-19	3.93862855e+00	3.93862855e+00	-1.89224693e-20	1.93106452e-19	6.61822975e+00	3.10566980e+00
27.70862677447203	7.92353533e+00	2.14032801e-18	9.84073126e+00	-1.32920968e-18	1.63059313e+00	1.66615524e-18	3.96176767e+00	3.96176767e+00	2.73631924e-18	-5.95991235e-19	6.55095876e+00	3.28977250e+00
27.725832696756608	7.97086854e+00	1.97156461e-18	9.95488203e+00	-1.71820977e-18	1.50016449e+00	7.33036227e-19	3.98543427e+00	3.98543427e+00	1.71881853e-18	2.52746077e-19	6.47760550e+00	3.47727653e+00
27.743134375767209	8.01785017e+00	1.54317355e-18	1.00676284e+01	-1.24251373e-18	1.36514631e+00	9.63528739e-19	4.00892508e+00	4.00892508e+00	1.73511551e-18	-1.91941967e-19	6.39896051e+00	3.66866789e+00
27.760539308217929	8.06665549e+00	1.36670613e-18	1.01809696e+01	-1.03686917e-18	1.22591264e+00	1.22690649e-18	4.03332775e+00	4.03332775e+00	1.91025956e-18	-5.43553428e-19	6.31639746e+00	3.86457218e+00
27.778054105858658	8.11441338e+00	-8.56824418e-19	1.02921024e+01	-8.91426993e-20	1.08185752e+00	1.07679550e-19	4.05720669e+00	4.05720669e+00	-3.20732659e-19	-5.36091759e-19	6.22790872e+00	4.06419368e+00
27.795686843806305	8.16252473e+00	2.44805077e-18	1.04027672e+01	-1.26640414e-18	9.33268579e-01	1.12605579e-18	4.08126236e+00	4.08126236e+00	2.35008118e-18	9.79695965e-20	6.13465217e+00	4.26811501e+00
27.813444391571181	8.21064267e+00	1.54901396e-18	1.05119055e+01	-7.88007248e-19	7.79874936e-01	1.33423148e-18	4.10532134e+00	4.10532134e+00	2.10873846e-18	-5.59724501e-19	6.03582770e+00	4.47607783e+00
27.831335101537931	8.25926475e+00	1.99816211e-18	1.06205235e+01	-9.31028174e-19	6.21788349e-01	1.20386356e-18	4.12963237e+00	4.12963237e+00	2.20294462e-18	-2.04782509e-19	5.93205012e+00	4.68847342e+00
27.849366227881021	8.30942603e+00	4.61751557e-19	1.07297698e+01	-6.41027435e-19	4.58894019e-01	-1.27395284e-19	4.15471301e+00	4.15471301e+00	1.03480494e-19	3.58271063e-19	5.82377893e+00	4.90599090e+00
27.8675464545396459	8.35809291e+00	2.90486334e-18	1.08401814e+01	-2.11961210e-18	2.91146518e-01	3.25710442e-19	4.17904645e+00	4.17904645e+00	1.77814211e-18	1.12672123e-18	5.71123723e+00	5.12894420e+00
27.8858832006770534	8.40795063e+00	2.75890729e-18	1.09501040e+01	-1.55376310e-18	1.18229800e-01	1.57469537e-18	4.20397531e+00	4.20397531e+00	2.95414901e-18	-1.95241721e-19	5.59328178e+00	5.35682218e+00
27.9043853997148368	8.45783119e+00	-4.91950340e-19	1.10593910e+01	-6.29658373e-19	-5.99071877e-02	6.49800773e-20	4.22891559e+00	4.22891559e+00	-1.80995093e-19	-3.10955247e-19	5.46978832e+00	5.58960270e+00
27.9230608096478754	8.51093576e+00	2.04835652e-18	1.11708273e+01	-1.70622256e-18	-2.43500744e-01	4.89979881e-19	4.25546788e+00	4.25546788e+00	1.51415814e-18	5.34198381e-19	5.34191289e+00	5.82891438e+00
27.9419187784641458	8.56267252e+00	6.05567766e-19	1.12801601e+01	2.44793433e-19	-4.32639880e-01	2.48836096e-19	4.28133626e+00	4.28133626e+00	5.51619979e-19	5.39477870e-20	5.20744015e+00	6.07271991e+00
27.9609674086746338	8.61447519e+00	-2.03285890e-19	1.13898335e+01	8.39674297e-19	-6.27516133e-01	-2.09417782e-19	4.30723760e+00	4.30723760e+00	-3.11060727e-19	1.07774837e-19	5.06740062e+00	6.32243288e+00
27.9802162458037351	8.66659480e+00	9.24274194e-19	1.15016945e+01	-5.00984430e-19	-8.28343745e-01	9.43476071e-20	4.33329740e+00	4.33329740e+00	5.56484704e-19	3.67789490e-19	4.92250353e+00	6.57919102e+00
27.9996739465664071	8.72112643e+00	9.64905913e-19	1.16134024e+01	-1.45931407e-18	-1.03528155e+00	1.43420621e-18	4.36056322e+00	4.36056322e+00	1.91665917e-18	-9.51753257e-19	4.77141966e+00	6.84198277e+00
28.0193474192269569	8.77632162e+00	7.69975909e-19	1.17269069e+01	-1.87318281e-19	-1.24859121e+00	1.33206631e-18	4.38816081e+00	4.38816081e+00	1.71705427e-18	-9.47078360e-19	4.61486224e+00	7.11204466e+00
28.039244720610867	8.83242313e+00	7.57004169e-19	1.18415956e+01	-4.14380417e-19	-1.46852847e+00	7.85766976e-19	4.41621156e+00	4.41621156e+00	1.16426906e-18	-4.07264891e-19	4.45226934e+00	7.38932628e+00
28.0593745077627261	8.88716628e+00	-4.42586205e-19	1.19572584e+01	2.37990876e-19	-1.69526845e+00	3.89031186e-19	4.44358314e+00	4.44358314e+00	1.67738083e-19	-6.10324288e-19	4.28336074e+00	7.67389765e+00
28.0797449484466846	8.94406020e+00	2.21997922e-18	1.20756101e+01	-1.35489048e-18	-1.92938200e+00	1.29721489e-18	4.47203010e+00	4.47203010e+00	2.40720450e-18	-1.87225277e-19	4.10842307e+00	7.96718706e+00
28.100365055591201	9.00073706e+00	8.78020874e-19	1.21931028e+01	-4.07521735e-19	-2.17057282e+00	1.16024091e-18	4.50036853e+00	4.50036853e+00	1.59925135e-18	-7.21230473e-19	3.92597860e+00	8.26712424e+00
28.1212424685544349	9.06057823e+00	1.19283748e-18	1.23133075e+01	-9.72892123e-19	-2.41964060e+00	1.10135883e-18	4.53028912e+00	4.53028912e+00	1.69777758e-18	-5.04940093e-19	3.73701314e+00	8.57629434e+00
28.142385390167572	9.12165329e+00	1.64390439e-18	1.24361054e+01	-1.34446643e-18	-2.67688385e+00	2.02741933e-18	4.56082664e+00	4.56082664e+00	2.84937153e-18	-1.20546713e-18	3.54116886e+00	8.89493657e+00
28.1638007336021126	9.18397044e+00	4.80788813e-19	1.25625456e+01	-2.19143770e-18	-2.94291224e+00	3.27705029e-18	4.59198522e+00	4.59198522e+00	3.51744469e-18	-3.03665588e-18	3.33836057e+00	9.22418504e+00
28.1854952550771998	9.24354179e+00	1.67434270e-18	1.26901276e+01	-1.49607439e-18	-3.21757668e+00	1.11480391e-18	4.62177089e+00	4.62177089e+00	1.95197526e-18	-2.77632557e-19	3.12748710e+00	9.56264047e+00
28.2074739117166544	9.30851392e+00	1.84015550e-18	1.28217676e+01	-1.69865892e-18	-3.50194654e+00	1.58704397e-18	4.65425696e+00	4.65425696e+00	2.50712172e-18	-6.66966223e-19	2.90893727e+00	9.91283035e+00
28.2297416375335715	9.37307773e+00	8.60170142e-19	1.29538968e+01	-2.43472908e-18	-3.79533454e+00	2.91823770e-18	4.68653886e+00	4.68653886e+00	3.34832277e-18	-2.48815263e-18	2.68161385e+00	1.02722829e+01
28.2523013415271755	9.43781144e+00	7.48536923e-19	1.30901181e+01	-1.25645248e-18	-4.09903074e+00	8.28845702e-19	4.71890572e+00	4.71890572e+00	1.20311416e-18	-4.54577240e-19	2.44602833e+00	1.06440898e+01
28.2751548703385787	9.50048353e+00	2.23739661e-18	1.32298900e+01	-2.21624521e-18	-4.41314523e+00	3.33625185e-18	4.75024176e+00	4.75024176e+00	4.45495016e-18	-2.21755355e-18	2.20179978e+00	1.10280902e+01
28.2983013915927692	9.56746454e+00	-4.38630955e-19	1.33728862e+01	-4.60187839e-19	-4.73800694e+00	1.39387677e-18	4.78373227e+00	4.78373227e+00	1.17456129e-18	-1.61319225e-18	1.94843614e+00	1.14244500e+01
28.3217394835982681	9.63387071e+00	1.69657845e-18	1.35188269e+01	-1.85289600e-18	-5.07377685e+00	3.47226981e-18	4.81693536e+00	4.81693536e+00	4.32055904e-18	-2.62398059e-18	1.68563661e+00	1.18331903e+01
28.3454626432914978	9.70153057e+00	-6.16238584e-19	1.36669304e+01	-4.18945737e-19	-5.42038283e+00	1.47539519e-18	4.85076529e+00	4.85076529e+00	1.16727590e-18	-1.78351448e-18	1.41308237e+00	1.22538480e+01
28.3694637093389517	9.76903164e+00	1.36597706e-18	1.38182784e+01	-2.63674882e-18	-5.77844671e+00	3.00801549e-18	4.88451582e+00	4.88451582e+00	3.69100402e-18	-2.32502696e-18	1.13069250e+00	1.26875859e+01
28.3937306567719894	9.83552756e+00	-4.16330551e-19	1.39722853e+01	-7.28912095e-19	-6.14787582e+00	1.57610636e-18	4.91776378e+00	4.91776378e+00	1.36794109e-18	-1.78427164e-18	8.38266838e-01	1.31340185e+01
28.4182509516482646	9.90357477e+00	-7.46107972e-20	1.41298644e+01	-2.24879999e-19	-6.52907648e+00	1.49388221e-18	4.95178738e+00	4.95178738e+00	1.45657681e-18	-1.53118761e-18	5.35855728e-01	1.35940087e+01
28.4429953730445959	9.97109956e+00	-9.67546417e-19	1.42942744e+01	-5.33892549e-19	-6.92357179e+00	4.39380838e-19	4.98554978e+00	4.98554978e+00	-4.43923708e-20	-9.23154047e-19	2.23565423e-01	1.40707090e+01
28.4679434121778669	1.00386110e+01	-4.39130026e-19	1.44581253e+01	-7.39757660e-19	-7.32786128e+00	1.02126041e-18	5.01930548e+00	5.01930548e+00	8.01695402e-19	-1.24082543e-18	-9.87986270e-02	1.45569239e+01
28.4930716182788757	1.01041932e+01	1.30328319e-18	1.46244151e+01	-2.11658529e-18	-7.74327065e+00	3.31594394e-18	5.05209660e+00	5.05209660e+00	3.96758554e-18	-2.66430235e-18	-4.31063103e-01	1.50554782e+01
28.5183560891804788	1.01711682e+01	2.10648474e-19	1.47937692e+01	-7.09026823e-19	-8.17010219e+00	2.17064255e-18	5.08558408e+00	5.08558408e+00	2.27596679e-18	-2.06531831e-18	-7.73217595e-01	1.55669868e+01
28.5437693349384354	1.02371887e+01	-5.33610500e-19	1.49647425e+01	-4.71523009e-19	-8.60707930e+00	1.60374373e-18	5.11859435e+00	5.11859435e+00	1.33693848e-18	-1.87054898e-18	-1.12470806e+00	1.60894505e+01
28.5692837320726767	1.02992090e+01	-5.46849817e-19	1.51362681e+01	-3.82134759e-19	-9.05328633e+00	1.64168416e-18	5.14960448e+00	5.14960448e+00	1.36825926e-18	-1.91510907e-18	-1.48515229e+00	1.66214204e+01
28.5948692209924005	1.03610683e+01	-2.24586813e-18	1.53088881e+01	5.72853282e-19	-9.50867531e+00	-6.14153310e-19	5.18053414e+00	5.18053414e+00	-1.73708738e-18	-5.08780756e-19	-1.85423128e+00	1.71631193e+01
28.6204970498819797	1.04244436e+01	-6.79937549e-19	1.54843728e+01	-5.64003395e-19	-9.97384962e+00	1.13636039e-18	5.21222179e+00	5.21222179e+00	7.96391615e-19	-1.47632916e-18	-2.23166322e+00	1.77160360e+01
28.6461363784505707	1.04832585e+01	9.73630819e-19	1.56601847e+01	-2.24035029e-18	-1.04471238e+01	3.50746433e-18	5.24162927e+00	5.24162927e+00	3.99427974e-18	-3.02064892e-18	-2.61703147e+00	1.82772162e+01
28.6717604114724374	1.05420443e+01	1.03976626e-18	1.58346121e+01	-2.26344160e-18	-1.09263296e+01	3.64280980e-18	5.27102213e+00	5.27102213e+00	4.16269293e-18	-3.12292667e-18	-3.00902359e+00	1.88436357e+01
28.697341572704282	1.05979654e+01	9.86347008e-19	1.60081893e+01	-2.24325831e-18	-1.14117121e+01	3.61389580e-18	5.29898269e+00	5.29898269e+00	4.10706930e-18	-3.12072229e-18	-3.40761743e+00	1.94158067e+01
28.7228573205397346	1.06533201e+01	-7.01611223e-19	1.61808736e+01	-3.89561242e-19	-1.19021127e+01	1.45984169e-18	5.32666005e+00	5.32666005e+00	1.10903608e-18	-1.81064731e-18	-3.81167594e+00	1.99925495e+01
28.7482845410843773	1.07059691e+01	1.00079910e-18	1.63531195e+01	-2.31715398e-18	-1.23978684e+01	3.65513408e-18	5.35298455e+00	5.35298455e+00	4.15553363e-18	-3.15473453e-18	-4.22130865e+00	2.05744282e+01
28.7736065585126113	1.07563582e+01	-1.33298129e-18	1.65231853e+01	6.30033871e-19	-1.28968511e+01	1.09894843e-18	5.37817908e+00	5.37817908e+00	4.32457781e-19	-1.76543908e-18	-4.63525843e+00	2.11584437e+01
28.7988070840781667	1.08044754e+01	-2.73431435e-18	1.66928475e+01	7.58900703e-19	-1.34000076e+01	-1.29456889e-18	5.40223769e+00	5.40223769e+00	-2.66172607e-18	-7.25882830e-20	-5.05358382e+00	2.17464313e+01
28.8238749109974925	1.08532683e+01	1.33600063e-18	1.68607369e+01	-2.94888225e-18	-1.39056072e+01	4.01896768e-18	5.42663414e+00	5.42663414e+00	4.68696800e-18	-3.35096737e-18	-5.47523879e+00	2.23359757e+01
28.848799072094824	1.08989172e+01	-1.64657365e-18	1.70240710e+01	8.94415852e-20	-1.44111336e+01	2.22125531e-19	5.44945858e+00	5.44945858e+00	-6.01161296e-19	-1.04541236e-18	-5.89909807e+00	2.29231691e+01
28.8735728290550995	1.09451474e+01	-2.73689042e-18	1.71862128e+01	1.56171045e-18	-1.49186468e+01	-3.73959664e-19	5.47257371e+00	5.47257371e+00	-1.74240487e-18	-9.94485546e-19	-6.32554042e+00	2.35117532e+01
28.8981789719794584	1.09862273e+01	-1.47343378e-18	1.73442854e+01	4.14429439e-19	-1.54252720e+01	6.46844379e-19	5.49311363e+00	5.49311363e+00	-8.98725117e-20	-1.38356127e-18	-6.75312926e+00	2.40974147e+01
28.9226146120984104	1.10273170e+01	-1.58535441e-18	1.74998483e+01	4.77117238e-19	-1.59318736e+01	5.11309807e-19	5.51365850e+00	5.51365850e+00	-2.81367397e-19	-1.30398701e-18	-7.18194950e+00	2.46817978e+01
28.9468769408102027	1.10660690e+01	9.97171495e-19	1.76540761e+01	-2.42110827e-18	-1.64395946e+01	3.59921869e-18	5.53303452e+00	5.53303452e+00	4.09780443e-18	-3.10063294e-18	-7.61255656e+00	2.52666326e+01
28.9709663909221966	1.11047439e+01	9.76464898e-19	1.78048285e+01	-2.43056944e-18	-1.69458954e+01	3.59583378e-18	5.55237196e+00	5.55237196e+00	4.08406623e-18	-3.10760133e-18	-8.04348111e+00	2.58483096e+01
28.9948826413436009	1.11471913e+01	-2.83437793e-18	1.79577737e+01	1.46453341e-18	-1.74555484e+01	-5.65868432e-19	5.57359564e+00	5.57359564e+00	-1.98305740e-18	-8.51320534e-19	-8.47666158e+00	2.64344352e+01
29.0186293630105219	1.11864197e+01	-2.41492630e-18	1.80992875e+01	1.66299644e-18	-1.79556683e+01	2.29810445e-19	5.59320985e+00	5.59320985e+00	-9.77652704e-19	-1.43727359e-18	-8.90602452e+00	2.70053120e+01
29.0422077224643047	1.12227010e+01	-2.65367254e-18	1.82398050e+01	1.60602572e-18	-1.84558081e+01	-5.78663330e-19	5.61135051e+00	5.61135051e+00	-1.90549960e-18	-7.48172940e-19	-9.33590561e+00	2.75757106e+01
29.0656217163065662	1.12611121e+01	-2.67595269e-18	1.83766216e+01	1.66623717e-18	-1.89529722e+01	-5.89561928e-19	5.63055607e+00	5.63055607e+00	-1.92753827e-18	-7.48414416e-19	-9.76466137e+00	2.81412830e+01
29.0888733195628078	1.12963457e+01	7.30427859e-20	1.85097129e+01	-9.25488959e-19	-1.94470574e+01	1.23925832e-18	5.64817287e+00	5.64817287e+00	1.27577971e-18	-1.20273692e-18	-1.01922009e+01	2.87019138e+01
29.1119664301906731	1.13330663e+01	1.85157190e-18	1.86387129e+01	-2.86904267e-18	-1.99372616e+01	4.13105170e-18	5.66653316e+00	5.66653316e+00	5.05683765e-18	-3.20526575e-18	-1.06179052e+01	2.92566181e+01
29.1349028371281342	1.13679783e+01	-1.64495254e-19	1.87663751e+01	-9.26644209e-19	-2.04264041e+01	8.44215867e-19	5.68398913e+00	5.68398913e+00	7.61968240e-19	-9.26463495e-19	-1.10432165e+01	2.98095916e+01
29.1576861290461089	1.14062439e+01	-2.36763421e-18	1.88887418e+01	4.39055280e-19	-2.09099857e+01	-3.71518959e-18	5.70312195e+00	5.70312195e+00	-4.89900670e-18	2.53137248e-18	-1.14656148e+01	3.03543567e+01
29.1803178215340751	1.14435179e+01	-8.74504558e-19	1.90069700e+01	-2.11601814e-19	-2.13891284e+01	-6.25653469e-19	5.72175897e+00	5.72175897e+00	-1.06290575e-18	1.88401190e-19	-1.18856434e+01	3.08926134e+01
29.202801007964144	1.14818384e+01	1.01277508e-18	1.91194068e+01	-2.04978605e-18	-2.18616287e+01	2.19235756e-18	5.74091919e+00	5.74091919e+00	2.69874510e-18	-1.68597002e-18	-1.23019253e+01	3.14213321e+01
29.2251364065189314	1.15196433e+01	1.02793344e-18	1.92294579e+01	-2.09139528e-18	-2.23311434e+01	2.18362977e-18	5.75982164e+00	5.75982164e+00	2.69759649e-18	-1.66966305e-18	-1.27164145e+01	3.19458724e+01
29.2473095814126829	1.15614913e+01	-7.76058936e-19	1.93363215e+01	-4.51735837e-20	-2.27961313e+01	-7.31209013e-19	5.78074565e+00	5.78074565e+00	-1.11923848e-18	3.43179545e-19	-1.31279705e+01	3.24642921e+01
29.2693199207638592	1.16012892e+01	-6.64987472e-20	1.94376434e+01	-3.84625421e-19	-2.32539758e+01	-3.20572724e-19	5.80064461e+00	5.80064461e+00	-3.53822097e-19	2.87323350e-19	-1.35351541e+01	3.29727976e+01
29.2911690917024323	1.16436520e+01	-4.13645266e-19	1.95347865e+01	4.06980104e-20	-2.37056699e+01	-4.52059641e-19	5.82182599e+00	5.82182599e+00	-6.58882274e-19	2.45237008e-19	-1.39382766e+01	3.34730631e+01
29.3128563554266321	1.16862257e+01	4.28267606e-19	1.96287618e+01	-6.31155781e-19	-2.41524319e+01	2.45452155e-19	5.84311286e+00	5.84311286e+00	4.59585958e-19	-3.13183524e-20	-1.43380510e+01	3.39668128e+01
29.3343832980781407	1.17338555e+01	-1.08582300e-19	1.97202313e+01	-1.14354282e-19	-2.45946121e+01	-1.73924262e-19	5.86692774e+00	5.86692774e+00	-2.28215412e-19	1.19633112e-19	-1.47344965e+01	3.44547277e+01
29.3557488435635889	1.17786149e+01	2.54647179e-18	1.98062707e+01	-2.72923525e-18	-2.50288106e+01	4.49582686e-18	5.88930746e+00	5.88930746e+00	5.76906276e-18	-3.22259097e-18	-1.51256753e+01	3.49319460e+01
29.3769540608330963	1.18271850e+01	1.01619510e-18	1.98831420e+01	-9.43633094e-19	-2.54499216e+01	1.77969493e-18	5.91359250e+00	5.91359250e+00	2.28779248e-18	-1.27159738e-18	-1.55083505e+01	3.53914926e+01
29.3979977633293572	1.18775450e+01	4.62803894e-19	1.99620289e+01	-4.59994228e-19	-2.58715208e+01	1.25381415e-19	5.93877249e+00	5.93877249e+00	3.56783362e-19	1.06020532e-19	-1.58905063e+01	3.58525352e+01
29.4188803787999618	1.19305613e+01	2.74968889e-18	2.00346168e+01	-2.65278261e-18	-2.62830317e+01	4.69657045e-18	5.96528067e+00	5.96528067e+00	6.07141490e-18	-3.32172600e-18	-1.62657233e+01	3.63003402e+01
29.4396007034190461	1.19834701e+01	1.03549361e-18	2.01021972e+01	-1.02420458e-18	-2.66860078e+01	1.84973797e-18	5.99173504e+00	5.99173504e+00	2.36748477e-18	-1.33199116e-18	-1.66349092e+01	3.67371064e+01
29.4601483481668716	1.20403530e+01	5.17435925e-19	2.01649995e+01	-4.53595856e-19	-2.70800777e+01	2.03037816e-19	6.02017652e+00	6.02017652e+00	4.61755779e-19	5.56801462e-20	-1.69975780e+01	3.71625775e+01
29.4805247072143004	1.20982444e+01	3.24438839e-18	2.02234389e+01	-2.97187043e-18	-2.74658344e+01	4.99756222e-18	6.04912222e+00	6.04912222e+00	6.61975641e-18	-3.37536803e-18	-1.73541150e+01	3.75775539e+01
29.500732733723968	1.21601267e+01	4.94235727e-19	2.02762526e+01	-3.77379544e-19	-2.78412760e+01	-2.56619196e-19	6.08006333e+00	6.08006333e+00	-9.50133247e-21	5.03737059e-19	-1.77031497e+01	3.79794022e+01
29.5207735239814895	1.22232565e+01	4.10586974e-19	2.03303874e+01	-4.33350724e-19	-2.82154996e+01	-4.53029759e-19	6.11162823e+00	6.11162823e+00	-2.47736272e-19	6.58323246e-19	-1.80503059e+01	3.83806933e+01
29.540649473696881	1.22917279e+01	1.03724775e-18	2.03748395e+01	-8.30760290e-19	-2.85737926e+01	4.59393070e-19	6.14586397e+00	6.14586397e+00	9.78016947e-19	5.92308063e-20	-1.83863729e+01	3.87612124e+01
